frame,ball_x,ball_y
frame_000,1910.0,6.0
frame_001,1910.0,6.0
frame_002,1910.0,6.0
frame_003,1910.0,6.0
frame_004,1910.0,6.0
frame_005,1910.0,6.0
frame_006,1910.0,6.0
frame_007,1910.0,6.0
frame_008,1910.0,6.0
frame_009,1910.0,6.0
frame_010,1910.0,6.0
frame_011,1910.0,6.0
frame_012,1910.0,6.0
frame_013,1910.0,6.0
frame_014,1910.0,6.0
frame_015,1910.0,6.0
frame_016,1910.0,6.0
frame_017,1910.0,6.0
frame_018,1910.0,6.0
frame_019,1910.0,6.0
frame_020,1910.0,6.0
frame_021,1910.0,6.0
frame_022,1910.0,6.0
frame_023,1910.0,6.0
frame_024,1910.0,6.0
frame_025,1910.0,6.0
frame_026,1910.0,6.0
frame_027,1910.0,6.0
frame_028,1910.0,6.0
frame_029,1910.0,6.0
frame_030,1910.0,6.0
frame_031,1910.0,6.0
frame_032,1910.0,6.0
frame_033,1910.0,6.0
frame_034,1910.0,6.0
frame_035,1910.0,6.0
frame_036,1910.0,6.0
frame_037,1910.0,6.0
frame_038,1910.0,6.0
frame_039,1910.0,6.0
frame_040,1910.0,6.0
frame_041,1910.0,6.0
frame_042,1910.0,6.0
frame_043,1910.0,6.0
frame_044,1910.0,6.0
frame_045,1910.0,6.0
frame_046,1910.0,6.0
frame_047,1910.0,6.0
frame_048,1910.0,6.0
frame_049,1910.0,6.0
frame_050,1910.0,6.0
frame_051,1910.0,6.0
frame_052,1910.0,6.0
frame_053,1910.0,6.0
frame_054,1910.0,6.0
frame_055,1910.0,6.0
frame_056,1910.0,6.0
frame_057,1910.0,6.0
frame_058,1910.0,6.0
frame_059,1910.0,6.0
frame_060,1910.0,6.0
frame_061,1910.0,6.0
frame_062,1910.0,6.0
frame_063,1910.0,6.0
frame_064,1910.0,6.0
frame_065,1910.0,6.0
frame_066,1910.0,6.0
frame_067,1910.0,6.0
frame_068,1064.0,345.0
frame_069,1061.0,346.0
frame_070,1060.0,348.0
frame_071,1060.0,342.0
frame_072,1054.0,345.0
frame_073,1053.0,348.0
frame_074,1050.0,348.0
frame_075,1048.0,345.0
frame_076,1045.0,352.0
frame_077,1044.0,353.0
frame_078,1040.0,353.0
frame_079,1037.0,354.0
frame_080,1036.0,356.0
frame_081,1030.0,357.0
frame_082,1025.0,361.0
frame_083,1026.0,362.0
frame_084,1022.0,369.0
frame_085,1021.0,372.0
frame_086,1016.0,374.0
frame_087,1012.0,381.0
frame_088,1008.0,384.0
frame_089,1005.0,389.0
frame_090,1004.0,396.0
frame_091,1000.0,398.0
frame_092,997.0,406.0
frame_093,990.0,410.0
frame_094,986.0,420.0
frame_095,984.0,429.0
frame_096,978.0,433.0
frame_097,973.0,445.0
frame_098,973.0,452.0
frame_099,968.0,470.0
frame_100,962.0,477.0
frame_101,956.0,488.0
frame_102,953.0,502.0
frame_103,945.0,512.0
frame_104,944.0,526.0
frame_105,937.0,542.0
frame_106,929.0,553.0
frame_107,926.0,572.0
frame_108,918.0,592.0
frame_109,910.0,609.0
frame_110,906.0,629.0
frame_111,901.0,622.0
frame_112,898.0,605.0
frame_113,892.0,597.0
frame_114,889.0,592.0
frame_115,885.0,581.0
frame_116,881.0,572.0
frame_117,877.0,560.0
frame_118,872.0,553.0
frame_119,868.0,544.0
frame_120,862.0,533.0
frame_121,856.0,524.0
frame_122,853.0,516.0
frame_123,849.0,510.0
frame_124,842.0,504.0
frame_125,836.0,493.0
frame_126,833.0,485.0
frame_127,826.0,482.0
frame_128,821.0,478.0
frame_129,814.0,468.0
frame_130,809.0,465.0
frame_131,801.0,461.0
frame_132,796.0,453.0
frame_133,788.0,452.0
frame_134,780.0,445.0
frame_135,773.0,442.0
frame_136,765.0,442.0
frame_137,761.0,440.0
frame_138,749.0,437.0
frame_139,744.0,438.0
frame_140,1912.0,9.0
frame_141,1910.0,9.0
frame_142,773.0,417.0
frame_143,808.0,397.0
frame_144,832.0,385.0
frame_145,854.0,374.0
frame_146,874.0,368.0
frame_147,893.0,364.0
frame_148,910.0,358.0
frame_149,922.0,352.0
frame_150,936.0,345.0
frame_151,952.0,345.0
frame_152,960.0,345.0
frame_153,972.0,344.0
frame_154,1909.0,12.0
frame_155,1909.0,12.0
frame_156,1909.0,12.0
frame_157,1909.0,12.0
frame_158,1909.0,12.0
frame_159,1909.0,12.0
frame_160,1909.0,12.0
frame_161,1909.0,12.0
frame_162,1909.0,12.0
frame_163,1909.0,12.0
frame_164,1909.0,12.0
frame_165,1909.0,12.0
frame_166,1909.0,12.0
frame_167,1909.0,12.0
frame_168,1909.0,12.0
frame_169,1909.0,12.0
frame_170,1909.0,12.0
frame_171,1909.0,12.0
frame_172,1909.0,12.0
frame_173,1909.0,12.0
frame_174,1909.0,12.0
frame_175,1909.0,12.0
frame_176,1909.0,12.0
frame_177,1909.0,12.0
frame_178,1909.0,12.0
frame_179,1909.0,12.0
frame_180,1909.0,12.0
frame_181,1909.0,12.0
frame_182,1909.0,12.0
frame_183,1909.0,12.0
frame_184,1909.0,12.0
frame_185,1909.0,12.0
frame_186,1909.0,12.0
frame_187,1909.0,12.0
frame_188,1909.0,12.0
frame_189,1909.0,12.0
frame_190,1909.0,12.0
frame_191,1909.0,12.0
frame_192,1909.0,12.0
frame_193,1909.0,12.0
frame_194,1909.0,12.0
frame_195,1909.0,12.0
frame_196,1909.0,12.0
frame_197,1909.0,12.0
frame_198,1909.0,12.0
frame_199,1909.0,12.0
frame_200,1909.0,12.0
frame_201,1909.0,12.0
frame_202,1909.0,12.0
frame_203,1909.0,12.0
frame_204,1909.0,12.0
frame_205,1909.0,12.0
frame_206,1909.0,12.0
frame_207,1909.0,12.0
frame_208,1909.0,12.0
frame_209,1909.0,12.0
frame_210,1909.0,12.0
frame_211,1909.0,12.0
frame_212,1909.0,12.0
frame_213,1909.0,12.0
frame_214,1909.0,12.0
frame_215,1909.0,12.0
frame_216,1909.0,12.0
frame_217,1909.0,12.0
frame_218,1909.0,12.0
frame_219,1909.0,12.0
frame_220,1909.0,12.0
frame_221,1909.0,12.0
frame_222,1909.0,12.0
frame_223,1909.0,12.0
frame_224,1909.0,12.0
frame_225,1909.0,13.0
frame_226,1909.0,13.0
frame_227,1909.0,13.0
frame_228,1909.0,13.0
frame_229,1909.0,13.0
frame_230,1909.0,13.0
frame_231,1909.0,13.0
frame_232,1909.0,13.0
frame_233,1909.0,13.0
frame_234,1909.0,13.0
frame_235,1909.0,13.0
frame_236,1909.0,13.0
frame_237,1909.0,13.0
frame_238,1909.0,13.0
frame_239,1909.0,13.0
frame_240,1909.0,13.0
frame_241,1909.0,13.0
frame_242,1909.0,13.0
frame_243,1909.0,13.0
frame_244,1909.0,13.0
frame_245,1909.0,13.0
frame_246,1909.0,13.0
frame_247,1909.0,13.0
frame_248,1909.0,13.0
frame_249,1909.0,13.0
frame_250,1909.0,13.0
frame_251,1909.0,13.0
frame_252,1909.0,13.0
frame_253,1909.0,13.0
frame_254,1909.0,13.0
frame_255,1909.0,13.0
frame_256,1909.0,13.0
frame_257,1909.0,13.0
frame_258,1909.0,13.0
frame_259,1909.0,13.0
frame_260,1909.0,13.0
frame_261,1909.0,13.0
frame_262,1909.0,13.0
frame_263,1909.0,13.0
frame_264,1909.0,13.0
frame_265,1909.0,13.0
frame_266,1909.0,13.0
frame_267,1909.0,13.0
frame_268,1909.0,13.0
frame_269,1909.0,13.0
frame_270,1909.0,13.0
frame_271,1909.0,13.0
frame_272,1909.0,13.0
frame_273,1909.0,13.0
frame_274,1909.0,13.0
frame_275,1909.0,13.0
frame_276,1909.0,13.0
frame_277,1909.0,13.0
frame_278,1909.0,13.0
frame_279,1909.0,13.0
frame_280,1909.0,13.0
frame_281,1909.0,13.0
frame_282,1909.0,13.0
frame_283,1000.0,384.0
frame_284,994.0,389.0
frame_285,985.0,394.0
frame_286,977.0,397.0
frame_287,972.0,406.0
frame_288,962.0,410.0
frame_289,953.0,422.0
frame_290,946.0,430.0
frame_291,937.0,434.0
frame_292,930.0,444.0
frame_293,922.0,454.0
frame_294,913.0,464.0
frame_295,905.0,476.0
frame_296,892.0,492.0
frame_297,882.0,501.0
frame_298,872.0,514.0
frame_299,860.0,530.0
frame_300,852.0,546.0
frame_301,837.0,557.0
frame_302,825.0,576.0
frame_303,810.0,598.0
frame_304,797.0,620.0
frame_305,784.0,632.0
frame_306,773.0,621.0
frame_307,762.0,612.0
frame_308,752.0,601.0
frame_309,742.0,590.0
frame_310,734.0,581.0
frame_311,720.0,570.0
frame_312,706.0,562.0
frame_313,696.0,554.0
frame_314,682.0,544.0
frame_315,670.0,540.0
frame_316,654.0,528.0
frame_317,641.0,518.0
frame_318,625.0,514.0
frame_319,610.0,510.0
frame_320,590.0,497.0
frame_321,576.0,494.0
frame_322,562.0,484.0
frame_323,546.0,484.0
frame_324,526.0,473.0
frame_325,508.0,473.0
frame_326,486.0,464.0
frame_327,461.0,457.0
frame_328,441.0,458.0
frame_329,421.0,452.0
frame_330,397.0,453.0
frame_331,374.0,449.0
frame_332,1900.0,5.0
frame_333,1902.0,9.0
frame_334,496.0,401.0
frame_335,552.0,386.0
frame_336,593.0,372.0
frame_337,630.0,361.0
frame_338,664.0,353.0
frame_339,689.0,350.0
frame_340,717.0,345.0
frame_341,738.0,341.0
frame_342,762.0,338.0
frame_343,782.0,338.0
frame_344,798.0,333.0
frame_345,813.0,333.0
frame_346,825.0,328.0
frame_347,1910.0,13.0
frame_348,1910.0,13.0
frame_349,1910.0,13.0
frame_350,1910.0,13.0
frame_351,1910.0,13.0
frame_352,1910.0,13.0
frame_353,1910.0,13.0
frame_354,1910.0,13.0
frame_355,1910.0,13.0
frame_356,1910.0,13.0
frame_357,1910.0,13.0
frame_358,1910.0,13.0
frame_359,1910.0,13.0
frame_360,1910.0,13.0
frame_361,1910.0,13.0
frame_362,1910.0,13.0
frame_363,1910.0,13.0
frame_364,1910.0,13.0
frame_365,1910.0,13.0
frame_366,1910.0,13.0
frame_367,1910.0,13.0
frame_368,1910.0,13.0
frame_369,1910.0,13.0
frame_370,1910.0,13.0
frame_371,1910.0,13.0
frame_372,1910.0,13.0
frame_373,1910.0,13.0
frame_374,1910.0,13.0
frame_375,1910.0,13.0
frame_376,1910.0,13.0
frame_377,1910.0,13.0
frame_378,1910.0,13.0
frame_379,1910.0,13.0
frame_380,1910.0,13.0
frame_381,1910.0,13.0
frame_382,1910.0,13.0
