frame,player_l_x,player_l_y,player_r_x,player_r_y
frame_001,30.0,881.0,73.0,889.0
frame_002,33.0,881.0,73.0,889.0
frame_003,33.0,881.0,81.0,889.0
frame_004,33.0,881.0,86.0,888.0
frame_005,33.0,881.0,96.0,888.0
frame_006,33.0,881.0,97.0,888.0
frame_007,33.0,881.0,106.0,888.0
frame_008,34.0,880.0,112.0,888.0
frame_009,38.0,878.0,120.0,888.0
frame_010,40.0,878.0,133.0,885.0
frame_011,40.0,878.0,138.0,884.0
frame_012,40.0,878.0,145.0,882.0
frame_013,40.0,878.0,148.0,881.0
frame_014,40.0,878.0,154.0,877.0
frame_015,40.0,878.0,160.0,873.0
frame_016,40.0,878.0,160.0,873.0
frame_017,40.0,878.0,164.0,872.0
frame_018,40.0,878.0,162.0,872.0
frame_019,40.0,878.0,162.0,872.0
frame_020,40.0,878.0,162.0,872.0
frame_021,40.0,878.0,162.0,872.0
frame_022,40.0,878.0,162.0,872.0
frame_023,40.0,878.0,161.0,870.0
frame_024,40.0,878.0,161.0,870.0
frame_025,50.0,874.0,161.0,870.0
frame_026,50.0,874.0,161.0,870.0
frame_027,49.0,873.0,161.0,870.0
frame_028,49.0,873.0,161.0,870.0
frame_029,45.0,869.0,161.0,870.0
frame_030,45.0,869.0,161.0,870.0
frame_031,45.0,869.0,161.0,870.0
frame_032,41.0,869.0,161.0,870.0
frame_033,34.0,869.0,168.0,877.0
frame_034,34.0,869.0,172.0,880.0
frame_035,33.0,869.0,177.0,878.0
frame_036,29.0,870.0,192.0,882.0
frame_037,29.0,870.0,197.0,882.0
frame_038,29.0,870.0,202.0,882.0
frame_039,29.0,870.0,206.0,882.0
frame_040,29.0,870.0,213.0,882.0
frame_041,29.0,870.0,221.0,881.0
frame_042,29.0,870.0,236.0,878.0
frame_043,29.0,870.0,238.0,878.0
frame_044,29.0,870.0,240.0,878.0
frame_045,29.0,870.0,244.0,878.0
frame_046,29.0,870.0,244.0,878.0
frame_047,29.0,870.0,244.0,878.0
frame_048,29.0,870.0,244.0,878.0
frame_049,29.0,870.0,244.0,878.0
frame_050,29.0,870.0,234.0,878.0
frame_051,29.0,870.0,230.0,878.0
frame_052,29.0,870.0,230.0,878.0
frame_053,38.0,864.0,229.0,880.0
frame_054,45.0,864.0,228.0,880.0
frame_055,58.0,857.0,228.0,880.0
frame_056,73.0,852.0,228.0,880.0
frame_057,86.0,850.0,228.0,880.0
frame_058,101.0,849.0,228.0,880.0
frame_059,130.0,842.0,228.0,880.0
frame_060,158.0,844.0,228.0,880.0
frame_061,184.0,842.0,228.0,880.0
frame_062,220.0,842.0,228.0,880.0
frame_063,242.0,844.0,228.0,880.0
frame_064,273.0,849.0,228.0,880.0
frame_065,306.0,849.0,228.0,880.0
frame_066,353.0,848.0,228.0,880.0
frame_067,413.0,848.0,228.0,880.0
frame_068,438.0,848.0,228.0,880.0
frame_069,457.0,848.0,228.0,880.0
frame_070,484.0,848.0,233.0,873.0
frame_071,516.0,846.0,245.0,865.0
frame_072,558.0,844.0,265.0,857.0
