frame,player_r_x,player_r_y,player_l_x,player_l_y
frame_000,1916.0,5.0,1916.0,4.0
frame_001,1916.0,5.0,1916.0,4.0
frame_002,1916.0,5.0,1916.0,4.0
frame_003,52.0,978.0,1916.0,4.0
frame_004,65.0,973.0,1916.0,4.0
frame_005,94.0,974.0,1916.0,4.0
frame_006,121.0,972.0,1916.0,4.0
frame_007,146.0,966.0,1916.0,4.0
frame_008,158.0,958.0,1916.0,4.0
frame_009,197.0,954.0,1916.0,4.0
frame_010,209.0,954.0,1916.0,4.0
frame_011,212.0,954.0,1916.0,4.0
frame_012,214.0,954.0,1916.0,4.0
frame_013,214.0,954.0,1916.0,4.0
frame_014,214.0,954.0,1916.0,4.0
frame_015,214.0,954.0,1916.0,4.0
frame_016,217.0,960.0,1916.0,4.0
frame_017,217.0,960.0,1916.0,4.0
frame_018,213.0,956.0,1916.0,4.0
frame_019,213.0,956.0,1916.0,4.0
frame_020,213.0,956.0,1916.0,4.0
frame_021,216.0,956.0,1916.0,4.0
frame_022,216.0,956.0,1916.0,4.0
frame_023,216.0,956.0,1916.0,4.0
frame_024,216.0,956.0,1916.0,4.0
frame_025,216.0,956.0,1916.0,4.0
frame_026,216.0,956.0,1916.0,4.0
frame_027,216.0,956.0,1916.0,4.0
frame_028,217.0,954.0,37.0,948.0
frame_029,221.0,953.0,50.0,950.0
frame_030,229.0,946.0,72.0,954.0
frame_031,229.0,946.0,81.0,954.0
frame_032,234.0,942.0,105.0,952.0
frame_033,238.0,938.0,125.0,946.0
frame_034,256.0,937.0,165.0,944.0
frame_035,269.0,929.0,181.0,944.0
frame_036,280.0,930.0,196.0,942.0
frame_037,300.0,925.0,202.0,942.0
frame_038,325.0,916.0,198.0,950.0
frame_039,346.0,917.0,198.0,950.0
frame_040,372.0,912.0,198.0,950.0
frame_041,390.0,904.0,198.0,950.0
frame_042,414.0,890.0,198.0,950.0
frame_043,430.0,892.0,198.0,950.0
frame_044,442.0,889.0,198.0,950.0
frame_045,449.0,882.0,198.0,950.0
frame_046,462.0,882.0,198.0,950.0
frame_047,478.0,877.0,198.0,950.0
frame_048,480.0,880.0,198.0,950.0
frame_049,480.0,880.0,198.0,950.0
frame_050,485.0,881.0,198.0,950.0
frame_051,486.0,881.0,198.0,950.0
frame_052,486.0,881.0,198.0,950.0
frame_053,488.0,881.0,198.0,950.0
frame_054,490.0,884.0,205.0,953.0
frame_055,490.0,884.0,206.0,953.0
frame_056,490.0,884.0,210.0,952.0
frame_057,490.0,884.0,221.0,948.0
frame_058,490.0,884.0,256.0,944.0
frame_059,490.0,888.0,277.0,938.0
frame_060,490.0,888.0,297.0,938.0
frame_061,490.0,888.0,316.0,937.0
frame_062,490.0,888.0,320.0,936.0
frame_063,490.0,888.0,318.0,936.0
frame_064,490.0,888.0,317.0,936.0
frame_065,490.0,888.0,317.0,936.0
frame_066,490.0,888.0,317.0,936.0
frame_067,490.0,888.0,317.0,936.0
frame_068,490.0,888.0,317.0,936.0
frame_069,490.0,888.0,317.0,936.0
frame_070,490.0,888.0,314.0,933.0
frame_071,490.0,888.0,314.0,933.0
frame_072,490.0,888.0,322.0,922.0
frame_073,490.0,888.0,322.0,922.0
frame_074,490.0,888.0,332.0,926.0
frame_075,490.0,888.0,340.0,926.0
frame_076,490.0,888.0,354.0,926.0
frame_077,490.0,888.0,370.0,926.0
frame_078,490.0,888.0,382.0,928.0
frame_079,490.0,888.0,410.0,930.0
frame_080,490.0,888.0,437.0,932.0
frame_081,490.0,888.0,436.0,933.0
frame_082,490.0,888.0,436.0,933.0
frame_083,490.0,888.0,445.0,938.0
frame_084,490.0,888.0,454.0,940.0
frame_085,490.0,888.0,460.0,940.0
frame_086,490.0,888.0,474.0,946.0
frame_087,490.0,888.0,481.0,948.0
frame_088,490.0,888.0,492.0,948.0
frame_089,490.0,888.0,494.0,948.0
frame_090,490.0,888.0,497.0,949.0
frame_091,490.0,888.0,498.0,950.0
frame_092,490.0,888.0,502.0,952.0
frame_093,490.0,888.0,513.0,952.0
frame_094,490.0,888.0,517.0,952.0
frame_095,490.0,888.0,524.0,953.0
frame_096,490.0,888.0,524.0,953.0
frame_097,490.0,888.0,524.0,953.0
frame_098,1914.0,8.0,524.0,953.0
frame_099,1914.0,8.0,524.0,953.0
frame_100,1914.0,8.0,524.0,953.0
frame_101,1914.0,8.0,524.0,953.0
frame_102,1914.0,8.0,524.0,953.0
frame_103,1914.0,8.0,524.0,962.0
frame_104,1914.0,8.0,524.0,962.0
frame_105,1914.0,8.0,524.0,962.0
frame_106,1914.0,8.0,524.0,962.0
frame_107,1914.0,8.0,524.0,962.0
frame_108,1914.0,8.0,524.0,962.0
frame_109,1914.0,8.0,524.0,962.0
frame_110,1914.0,8.0,524.0,962.0
frame_111,1914.0,8.0,524.0,962.0
frame_112,550.0,900.0,524.0,962.0
frame_113,560.0,901.0,524.0,962.0
frame_114,558.0,909.0,525.0,964.0
frame_115,564.0,912.0,524.0,950.0
frame_116,568.0,912.0,524.0,950.0
frame_117,573.0,917.0,524.0,950.0
frame_118,593.0,918.0,520.0,946.0
frame_119,606.0,924.0,520.0,946.0
frame_120,616.0,925.0,520.0,946.0
frame_121,633.0,922.0,506.0,946.0
frame_122,645.0,925.0,506.0,952.0
frame_123,666.0,926.0,506.0,952.0
frame_124,672.0,928.0,506.0,952.0
frame_125,689.0,930.0,509.0,954.0
frame_126,701.0,934.0,509.0,954.0
frame_127,713.0,938.0,509.0,954.0
frame_128,725.0,941.0,509.0,954.0
frame_129,741.0,949.0,509.0,954.0
frame_130,750.0,953.0,509.0,954.0
frame_131,750.0,953.0,509.0,954.0
frame_132,750.0,953.0,509.0,954.0
frame_133,750.0,953.0,509.0,954.0
frame_134,750.0,953.0,509.0,954.0
frame_135,750.0,956.0,509.0,954.0
frame_136,750.0,956.0,510.0,954.0
frame_137,750.0,958.0,510.0,954.0
frame_138,749.0,960.0,518.0,956.0
frame_139,749.0,960.0,525.0,958.0
frame_140,749.0,960.0,536.0,961.0
frame_141,749.0,960.0,544.0,964.0
frame_142,749.0,960.0,553.0,966.0
frame_143,749.0,960.0,561.0,966.0
frame_144,749.0,960.0,577.0,968.0
frame_145,749.0,960.0,593.0,970.0
frame_146,749.0,960.0,604.0,970.0
frame_147,749.0,960.0,617.0,973.0
frame_148,749.0,960.0,628.0,977.0
frame_149,749.0,960.0,642.0,985.0
frame_150,749.0,960.0,650.0,992.0
frame_151,749.0,960.0,650.0,1001.0
frame_152,749.0,960.0,654.0,1013.0
frame_153,749.0,960.0,654.0,1016.0
frame_154,749.0,960.0,653.0,1022.0
frame_155,749.0,960.0,660.0,1030.0
frame_156,749.0,960.0,662.0,1028.0
frame_157,754.0,956.0,668.0,1033.0
frame_158,756.0,956.0,668.0,1033.0
frame_159,754.0,960.0,665.0,1036.0
frame_160,754.0,962.0,665.0,1036.0
frame_161,754.0,969.0,665.0,1036.0
frame_162,754.0,969.0,665.0,1036.0
frame_163,746.0,977.0,664.0,1036.0
frame_164,748.0,977.0,664.0,1036.0
frame_165,749.0,977.0,653.0,1033.0
frame_166,749.0,982.0,652.0,1032.0
frame_167,749.0,982.0,652.0,1032.0
frame_168,752.0,989.0,650.0,1030.0
frame_169,752.0,989.0,650.0,1028.0
frame_170,753.0,990.0,650.0,1026.0
frame_171,757.0,993.0,646.0,1022.0
frame_172,768.0,997.0,628.0,1022.0
frame_173,769.0,997.0,614.0,1020.0
frame_174,772.0,1009.0,590.0,1018.0
frame_175,772.0,1012.0,582.0,1036.0
frame_176,776.0,1020.0,581.0,1036.0
frame_177,778.0,1032.0,564.0,1032.0
frame_178,778.0,1034.0,546.0,1033.0
frame_179,786.0,1060.0,524.0,1046.0
frame_180,786.0,1060.0,517.0,1046.0
frame_181,790.0,1064.0,506.0,1044.0
frame_182,790.0,1064.0,488.0,1048.0
frame_183,790.0,1064.0,485.0,1048.0
frame_184,790.0,1064.0,485.0,1046.0
frame_185,790.0,1064.0,485.0,1046.0
frame_186,790.0,1064.0,485.0,1046.0
frame_187,790.0,1064.0,485.0,1046.0
frame_188,790.0,1064.0,485.0,1046.0
frame_189,790.0,1064.0,485.0,1046.0
frame_190,790.0,1065.0,485.0,1046.0
frame_191,786.0,1061.0,485.0,1046.0
frame_192,786.0,1061.0,485.0,1046.0
frame_193,785.0,1054.0,485.0,1046.0
frame_194,761.0,1041.0,485.0,1046.0
frame_195,750.0,1032.0,485.0,1046.0
frame_196,734.0,1025.0,485.0,1046.0
frame_197,714.0,1018.0,485.0,1046.0
frame_198,696.0,1028.0,485.0,1046.0
frame_199,696.0,1028.0,485.0,1046.0
frame_200,666.0,1024.0,484.0,1046.0
frame_201,654.0,1026.0,484.0,1046.0
frame_202,650.0,1028.0,484.0,1046.0
frame_203,645.0,1032.0,484.0,1046.0
frame_204,642.0,1032.0,474.0,1049.0
frame_205,632.0,1041.0,473.0,1049.0
frame_206,632.0,1041.0,473.0,1050.0
frame_207,632.0,1041.0,470.0,1052.0
frame_208,632.0,1041.0,469.0,1053.0
frame_209,632.0,1041.0,469.0,1053.0
frame_210,632.0,1041.0,469.0,1053.0
frame_211,632.0,1041.0,469.0,1053.0
frame_212,632.0,1036.0,469.0,1053.0
frame_213,630.0,1021.0,469.0,1053.0
frame_214,630.0,1021.0,469.0,1053.0
frame_215,630.0,1016.0,469.0,1053.0
frame_216,630.0,1006.0,469.0,1053.0
frame_217,630.0,996.0,469.0,1053.0
frame_218,625.0,986.0,469.0,1053.0
frame_219,625.0,985.0,472.0,1053.0
frame_220,622.0,976.0,472.0,1053.0
frame_221,622.0,976.0,472.0,1053.0
frame_222,618.0,965.0,472.0,1053.0
frame_223,617.0,964.0,472.0,1053.0
frame_224,605.0,960.0,472.0,1053.0
frame_225,605.0,958.0,472.0,1053.0
frame_226,598.0,946.0,472.0,1053.0
frame_227,598.0,946.0,472.0,1053.0
frame_228,597.0,944.0,472.0,1053.0
frame_229,582.0,932.0,472.0,1053.0
frame_230,582.0,932.0,472.0,1053.0
frame_231,582.0,932.0,472.0,1053.0
frame_232,582.0,932.0,472.0,1053.0
frame_233,582.0,932.0,472.0,1053.0
frame_234,582.0,932.0,472.0,1053.0
frame_235,582.0,932.0,472.0,1053.0
frame_236,582.0,932.0,472.0,1053.0
frame_237,582.0,932.0,474.0,1037.0
frame_238,582.0,932.0,474.0,1037.0
frame_239,582.0,932.0,474.0,1037.0
frame_240,582.0,932.0,473.0,1037.0
frame_241,582.0,932.0,470.0,1024.0
frame_242,582.0,932.0,473.0,1009.0
frame_243,582.0,932.0,477.0,1005.0
frame_244,582.0,932.0,485.0,1002.0
frame_245,582.0,932.0,493.0,1001.0
frame_246,582.0,925.0,502.0,997.0
frame_247,582.0,924.0,509.0,996.0
frame_248,582.0,924.0,541.0,988.0
frame_249,582.0,924.0,560.0,980.0
frame_250,582.0,924.0,568.0,978.0
frame_251,582.0,924.0,581.0,973.0
frame_252,1902.0,6.0,588.0,968.0
frame_253,1902.0,6.0,592.0,962.0
frame_254,1902.0,6.0,600.0,953.0
frame_255,1902.0,6.0,610.0,953.0
frame_256,574.0,940.0,612.0,953.0
frame_257,576.0,937.0,624.0,952.0
frame_258,576.0,937.0,624.0,937.0
frame_259,577.0,937.0,621.0,934.0
frame_260,577.0,937.0,610.0,922.0
frame_261,577.0,937.0,610.0,920.0
frame_262,577.0,937.0,606.0,916.0
frame_263,577.0,937.0,601.0,909.0
frame_264,577.0,937.0,590.0,905.0
frame_265,577.0,937.0,580.0,900.0
frame_266,577.0,937.0,562.0,897.0
frame_267,577.0,937.0,562.0,897.0
frame_268,577.0,937.0,545.0,904.0
frame_269,577.0,937.0,544.0,904.0
frame_270,577.0,937.0,513.0,913.0
frame_271,577.0,937.0,514.0,921.0
frame_272,577.0,937.0,510.0,928.0
frame_273,577.0,937.0,498.0,938.0
frame_274,577.0,937.0,481.0,950.0
frame_275,577.0,937.0,481.0,950.0
frame_276,577.0,937.0,468.0,957.0
