frame,player_r_x,player_r_y,player_l_x,player_l_y
frame_000,726.0,625.0,806.0,586.0
frame_001,726.0,625.0,806.0,586.0
frame_002,726.0,625.0,804.0,594.0
frame_003,724.0,624.0,804.0,594.0
frame_004,724.0,624.0,804.0,594.0
frame_005,724.0,624.0,805.0,598.0
frame_006,724.0,624.0,809.0,598.0
frame_007,724.0,624.0,809.0,598.0
frame_008,724.0,624.0,809.0,598.0
frame_009,724.0,624.0,812.0,600.0
frame_010,724.0,624.0,812.0,600.0
frame_011,724.0,624.0,812.0,600.0
frame_012,724.0,624.0,812.0,600.0
frame_013,724.0,624.0,812.0,600.0
frame_014,724.0,624.0,813.0,601.0
frame_015,724.0,624.0,820.0,600.0
frame_016,724.0,624.0,820.0,600.0
frame_017,724.0,624.0,820.0,600.0
frame_018,724.0,624.0,820.0,600.0
frame_019,724.0,624.0,820.0,600.0
frame_020,724.0,624.0,829.0,589.0
frame_021,724.0,624.0,829.0,589.0
frame_022,724.0,624.0,829.0,589.0
frame_023,737.0,612.0,829.0,589.0
frame_024,757.0,610.0,828.0,592.0
frame_025,761.0,608.0,828.0,592.0
frame_026,788.0,600.0,828.0,592.0
frame_027,810.0,597.0,828.0,592.0
frame_028,817.0,597.0,828.0,592.0
frame_029,845.0,600.0,828.0,592.0
frame_030,846.0,601.0,828.0,592.0
frame_031,850.0,604.0,828.0,592.0
frame_032,850.0,613.0,828.0,592.0
frame_033,837.0,608.0,828.0,592.0
frame_034,837.0,608.0,828.0,592.0
frame_035,838.0,614.0,828.0,592.0
frame_036,838.0,614.0,828.0,592.0
frame_037,842.0,594.0,828.0,590.0
frame_038,842.0,594.0,829.0,582.0
frame_039,845.0,578.0,836.0,572.0
frame_040,848.0,569.0,842.0,557.0
frame_041,868.0,565.0,852.0,557.0
frame_042,876.0,562.0,860.0,550.0
frame_043,885.0,558.0,858.0,542.0
frame_044,889.0,558.0,858.0,540.0
frame_045,892.0,557.0,856.0,518.0
frame_046,892.0,557.0,856.0,518.0
frame_047,885.0,558.0,854.0,524.0
frame_048,857.0,568.0,850.0,533.0
frame_049,848.0,566.0,824.0,574.0
frame_050,846.0,564.0,833.0,564.0
frame_051,834.0,497.0,840.0,565.0
frame_052,826.0,502.0,840.0,565.0
frame_053,822.0,492.0,840.0,565.0
frame_054,822.0,492.0,840.0,565.0
frame_055,821.0,490.0,840.0,565.0
frame_056,808.0,496.0,840.0,565.0
frame_057,801.0,502.0,840.0,565.0
frame_058,792.0,513.0,834.0,557.0
frame_059,796.0,537.0,832.0,557.0
frame_060,806.0,553.0,814.0,549.0
frame_061,816.0,565.0,784.0,554.0
frame_062,832.0,573.0,784.0,554.0
frame_063,836.0,582.0,760.0,557.0
frame_064,836.0,589.0,784.0,558.0
frame_065,826.0,588.0,784.0,558.0
frame_066,824.0,588.0,781.0,552.0
frame_067,824.0,588.0,781.0,552.0
frame_068,824.0,588.0,780.0,554.0
frame_069,833.0,588.0,758.0,562.0
frame_070,836.0,590.0,730.0,576.0
frame_071,842.0,597.0,722.0,578.0
frame_072,845.0,606.0,714.0,585.0
frame_073,846.0,608.0,710.0,588.0
frame_074,848.0,608.0,720.0,574.0
frame_075,848.0,608.0,737.0,568.0
frame_076,848.0,608.0,760.0,561.0
frame_077,842.0,608.0,764.0,570.0
frame_078,828.0,606.0,768.0,580.0
frame_079,765.0,613.0,768.0,580.0
frame_080,765.0,613.0,765.0,580.0
frame_081,716.0,606.0,765.0,580.0
frame_082,685.0,600.0,762.0,577.0
frame_083,685.0,609.0,758.0,573.0
frame_084,689.0,609.0,737.0,572.0
frame_085,690.0,609.0,701.0,581.0
frame_086,690.0,609.0,661.0,593.0
frame_087,690.0,609.0,629.0,592.0
frame_088,680.0,609.0,598.0,602.0
