frame,ball_x,ball_y
frame_000,1910.0,8.0
frame_001,1910.0,8.0
frame_002,1910.0,8.0
frame_003,1910.0,8.0
frame_004,1910.0,8.0
frame_005,1910.0,8.0
frame_006,1910.0,8.0
frame_007,1910.0,8.0
frame_008,1910.0,8.0
frame_009,1910.0,8.0
frame_010,1910.0,8.0
frame_011,1910.0,8.0
frame_012,1910.0,8.0
frame_013,1910.0,8.0
frame_014,1910.0,8.0
frame_015,1910.0,8.0
frame_016,1910.0,8.0
frame_017,1910.0,8.0
frame_018,1910.0,8.0
frame_019,820.0,138.0
frame_020,810.0,114.0
frame_021,809.0,96.0
frame_022,808.0,70.0
frame_023,802.0,58.0
frame_024,800.0,44.0
frame_025,800.0,26.0
frame_026,796.0,14.0
frame_027,1912.0,10.0
frame_028,1912.0,10.0
frame_029,1912.0,10.0
frame_030,1912.0,10.0
frame_031,1912.0,10.0
frame_032,1912.0,10.0
frame_033,1912.0,10.0
frame_034,1912.0,10.0
frame_035,1912.0,10.0
frame_036,1912.0,10.0
frame_037,776.0,36.0
frame_038,774.0,54.0
frame_039,772.0,73.0
frame_040,776.0,84.0
frame_041,1909.0,9.0
frame_042,1909.0,9.0
frame_043,1909.0,9.0
frame_044,980.0,160.0
frame_045,1020.0,172.0
frame_046,1052.0,182.0
frame_047,1078.0,190.0
frame_048,1908.0,5.0
frame_049,1908.0,5.0
frame_050,1908.0,5.0
frame_051,1908.0,5.0
frame_052,1908.0,5.0
frame_053,1908.0,5.0
frame_054,1908.0,5.0
frame_055,1908.0,5.0
frame_056,1908.0,5.0
frame_057,1908.0,5.0
frame_058,1908.0,5.0
frame_059,1908.0,5.0
frame_060,1908.0,5.0
frame_061,1908.0,5.0
frame_062,1908.0,5.0
frame_063,1908.0,5.0
frame_064,1908.0,5.0
frame_065,1908.0,5.0
frame_066,1908.0,5.0
frame_067,1908.0,5.0
frame_068,1908.0,5.0
frame_069,1908.0,5.0
frame_070,1908.0,5.0
frame_071,1908.0,5.0
frame_072,1908.0,5.0
frame_073,1908.0,5.0
frame_074,1908.0,5.0
frame_075,1908.0,5.0
frame_076,1908.0,5.0
frame_077,1908.0,5.0
frame_078,1908.0,5.0
frame_079,1908.0,5.0
frame_080,1908.0,5.0
frame_081,1908.0,5.0
frame_082,1908.0,5.0
frame_083,1908.0,5.0
frame_084,1908.0,5.0
frame_085,1040.0,168.0
frame_086,1028.0,174.0
frame_087,1016.0,178.0
frame_088,1001.0,184.0
frame_089,990.0,194.0
frame_090,981.0,202.0
frame_091,962.0,212.0
frame_092,949.0,224.0
frame_093,932.0,236.0
frame_094,917.0,253.0
frame_095,898.0,266.0
frame_096,877.0,288.0
frame_097,862.0,306.0
frame_098,841.0,324.0
frame_099,818.0,352.0
frame_100,797.0,377.0
frame_101,770.0,408.0
frame_102,744.0,440.0
frame_103,720.0,477.0
frame_104,690.0,517.0
frame_105,662.0,528.0
frame_106,642.0,521.0
frame_107,624.0,516.0
frame_108,601.0,512.0
frame_109,576.0,509.0
frame_110,548.0,512.0
frame_111,522.0,505.0
frame_112,501.0,512.0
frame_113,470.0,516.0
frame_114,440.0,521.0
frame_115,408.0,528.0
frame_116,1904.0,10.0
frame_117,485.0,430.0
frame_118,540.0,373.0
frame_119,584.0,333.0
frame_120,621.0,297.0
frame_121,652.0,273.0
frame_122,677.0,253.0
frame_123,698.0,238.0
frame_124,718.0,229.0
frame_125,732.0,221.0
frame_126,746.0,213.0
frame_127,761.0,210.0
frame_128,1905.0,10.0
frame_129,1905.0,10.0
frame_130,1905.0,10.0
frame_131,1905.0,10.0
frame_132,1905.0,10.0
frame_133,1905.0,10.0
frame_134,1905.0,10.0
frame_135,1905.0,10.0
frame_136,1905.0,10.0
frame_137,1905.0,10.0
frame_138,1905.0,10.0
frame_139,1905.0,10.0
frame_140,1905.0,10.0
frame_141,1905.0,10.0
frame_142,1905.0,10.0
frame_143,1905.0,10.0
frame_144,1905.0,10.0
frame_145,1905.0,10.0
frame_146,1905.0,10.0
frame_147,1905.0,10.0
frame_148,1905.0,10.0
frame_149,1905.0,10.0
frame_150,1905.0,10.0
frame_151,1905.0,10.0
frame_152,1905.0,10.0
frame_153,1905.0,10.0
frame_154,1905.0,10.0
frame_155,1905.0,10.0
frame_156,1905.0,10.0
frame_157,1905.0,10.0
frame_158,1905.0,10.0
frame_159,1905.0,10.0
frame_160,1905.0,10.0
frame_161,1905.0,10.0
frame_162,1905.0,10.0
frame_163,1905.0,10.0
frame_164,1905.0,10.0
frame_165,1905.0,10.0
frame_166,1905.0,10.0
frame_167,1905.0,10.0
frame_168,1905.0,10.0
frame_169,1905.0,10.0
frame_170,1905.0,10.0
frame_171,1905.0,10.0
frame_172,1905.0,10.0
frame_173,1905.0,10.0
frame_174,1905.0,10.0
frame_175,961.0,230.0
frame_176,969.0,245.0
frame_177,978.0,262.0
frame_178,986.0,276.0
frame_179,998.0,296.0
frame_180,1012.0,324.0
frame_181,1025.0,348.0
frame_182,1037.0,378.0
frame_183,1052.0,414.0
frame_184,1066.0,437.0
frame_185,1081.0,433.0
frame_186,1094.0,434.0
frame_187,1110.0,438.0
frame_188,1905.0,13.0
frame_189,1905.0,13.0
frame_190,1905.0,13.0
frame_191,1905.0,13.0
frame_192,1905.0,13.0
frame_193,1905.0,13.0
frame_194,1905.0,13.0
frame_195,1905.0,13.0
frame_196,1905.0,13.0
frame_197,1905.0,13.0
frame_198,1905.0,13.0
frame_199,1120.0,312.0
frame_200,1085.0,274.0
frame_201,1061.0,249.0
