frame,player_l_x,player_l_y,player_r_x,player_r_y
frame_000,813.0,812.0,668.0,810.0
frame_001,813.0,812.0,668.0,810.0
frame_002,813.0,833.0,662.0,813.0
frame_003,813.0,833.0,656.0,816.0
frame_004,821.0,840.0,650.0,821.0
frame_005,821.0,840.0,650.0,821.0
frame_006,818.0,848.0,650.0,821.0
frame_007,818.0,848.0,644.0,822.0
frame_008,818.0,848.0,644.0,822.0
frame_009,818.0,848.0,650.0,829.0
frame_010,818.0,848.0,649.0,826.0
frame_011,818.0,848.0,650.0,825.0
frame_012,818.0,848.0,650.0,825.0
frame_013,818.0,848.0,660.0,813.0
frame_014,813.0,842.0,660.0,813.0
frame_015,813.0,842.0,660.0,813.0
frame_016,813.0,842.0,660.0,813.0
frame_017,813.0,842.0,670.0,812.0
frame_018,792.0,849.0,676.0,825.0
frame_019,790.0,856.0,678.0,816.0
frame_020,782.0,864.0,678.0,816.0
frame_021,770.0,868.0,676.0,818.0
frame_022,750.0,874.0,676.0,818.0
frame_023,742.0,877.0,676.0,818.0
frame_024,718.0,880.0,676.0,818.0
frame_025,701.0,884.0,676.0,818.0
frame_026,686.0,884.0,676.0,818.0
frame_027,677.0,885.0,676.0,818.0
frame_028,660.0,885.0,676.0,818.0
frame_029,646.0,889.0,676.0,818.0
frame_030,632.0,890.0,676.0,818.0
frame_031,614.0,890.0,676.0,818.0
frame_032,608.0,897.0,676.0,818.0
frame_033,596.0,900.0,676.0,820.0
frame_034,577.0,906.0,676.0,820.0
frame_035,568.0,910.0,676.0,820.0
frame_036,566.0,917.0,676.0,820.0
frame_037,564.0,924.0,674.0,820.0
frame_038,564.0,924.0,673.0,821.0
frame_039,554.0,924.0,670.0,821.0
frame_040,561.0,924.0,660.0,829.0
frame_041,561.0,924.0,656.0,834.0
frame_042,561.0,924.0,645.0,846.0
frame_043,562.0,924.0,634.0,849.0
frame_044,564.0,924.0,618.0,857.0
frame_045,561.0,924.0,586.0,870.0
frame_046,560.0,924.0,586.0,870.0
frame_047,553.0,930.0,569.0,877.0
frame_048,548.0,937.0,561.0,881.0
frame_049,536.0,941.0,542.0,893.0
frame_050,526.0,946.0,542.0,893.0
frame_051,512.0,961.0,545.0,893.0
frame_052,492.0,966.0,545.0,893.0
frame_053,476.0,978.0,549.0,893.0
frame_054,469.0,986.0,549.0,893.0
frame_055,461.0,994.0,549.0,893.0
frame_056,450.0,997.0,549.0,893.0
frame_057,445.0,1002.0,549.0,893.0
frame_058,442.0,1005.0,549.0,893.0
