frame,ball_x,ball_y
frame_000,1909.0,8.0
frame_001,1909.0,8.0
frame_002,1909.0,8.0
frame_003,1909.0,8.0
frame_004,1909.0,8.0
frame_005,1909.0,8.0
frame_006,1909.0,8.0
frame_007,1909.0,8.0
frame_008,1909.0,8.0
frame_009,1909.0,8.0
frame_010,1909.0,8.0
frame_011,1909.0,8.0
frame_012,1909.0,8.0
frame_013,1909.0,8.0
frame_014,1909.0,8.0
frame_015,1909.0,8.0
frame_016,1909.0,8.0
frame_017,1909.0,8.0
frame_018,1909.0,8.0
frame_019,1909.0,8.0
frame_020,1909.0,8.0
frame_021,1909.0,8.0
frame_022,1909.0,8.0
frame_023,1909.0,8.0
frame_024,1909.0,8.0
frame_025,1909.0,8.0
frame_026,884.0,501.0
frame_027,872.0,506.0
frame_028,872.0,513.0
frame_029,869.0,516.0
frame_030,858.0,524.0
frame_031,856.0,526.0
frame_032,852.0,529.0
frame_033,844.0,536.0
frame_034,842.0,546.0
frame_035,837.0,556.0
frame_036,830.0,564.0
frame_037,824.0,569.0
frame_038,817.0,577.0
frame_039,816.0,586.0
frame_040,806.0,596.0
frame_041,798.0,610.0
frame_042,792.0,624.0
frame_043,785.0,638.0
frame_044,778.0,642.0
frame_045,776.0,636.0
frame_046,769.0,625.0
frame_047,761.0,621.0
frame_048,757.0,620.0
frame_049,746.0,614.0
frame_050,740.0,612.0
frame_051,732.0,606.0
frame_052,729.0,600.0
frame_053,725.0,596.0
frame_054,718.0,596.0
frame_055,709.0,589.0
frame_056,701.0,584.0
frame_057,692.0,581.0
frame_058,681.0,580.0
frame_059,674.0,576.0
frame_060,669.0,573.0
frame_061,661.0,570.0
frame_062,648.0,570.0
frame_063,633.0,569.0
frame_064,616.0,569.0
frame_065,613.0,569.0
frame_066,608.0,569.0
frame_067,597.0,565.0
frame_068,588.0,566.0
frame_069,576.0,566.0
frame_070,560.0,568.0
frame_071,548.0,569.0
frame_072,533.0,574.0
frame_073,520.0,577.0
frame_074,505.0,577.0
frame_075,1912.0,5.0
frame_076,1912.0,5.0
frame_077,1912.0,5.0
frame_078,1912.0,5.0
frame_079,1912.0,5.0
frame_080,390.0,621.0
frame_081,374.0,636.0
frame_082,384.0,625.0
frame_083,1908.0,10.0
frame_084,1910.0,6.0
frame_085,1910.0,6.0
frame_086,597.0,552.0
frame_087,636.0,545.0
frame_088,662.0,536.0
frame_089,697.0,525.0
frame_090,721.0,521.0
frame_091,741.0,518.0
frame_092,756.0,510.0
frame_093,770.0,506.0
frame_094,796.0,502.0
frame_095,806.0,498.0
frame_096,820.0,500.0
frame_097,828.0,497.0
frame_098,844.0,494.0
frame_099,850.0,494.0
frame_100,866.0,498.0
frame_101,874.0,496.0
frame_102,882.0,493.0
frame_103,1910.0,8.0
frame_104,1912.0,6.0
frame_105,1912.0,6.0
frame_106,1912.0,6.0
frame_107,1912.0,6.0
frame_108,1912.0,6.0
frame_109,1912.0,6.0
frame_110,1912.0,6.0
frame_111,1912.0,6.0
frame_112,1912.0,6.0
frame_113,1912.0,6.0
frame_114,1912.0,6.0
frame_115,1912.0,6.0
frame_116,1912.0,6.0
frame_117,1912.0,6.0
frame_118,1912.0,6.0
frame_119,1912.0,6.0
frame_120,1912.0,6.0
frame_121,1912.0,6.0
frame_122,1912.0,6.0
frame_123,1912.0,6.0
frame_124,1912.0,6.0
frame_125,1912.0,6.0
frame_126,1912.0,6.0
frame_127,1912.0,6.0
frame_128,1912.0,6.0
frame_129,1912.0,6.0
frame_130,1912.0,6.0
frame_131,1912.0,6.0
frame_132,1912.0,6.0
frame_133,1912.0,6.0
frame_134,1912.0,6.0
frame_135,1912.0,6.0
frame_136,1912.0,6.0
frame_137,1912.0,6.0
frame_138,1912.0,6.0
frame_139,1912.0,6.0
frame_140,1912.0,6.0
frame_141,1912.0,6.0
frame_142,1912.0,6.0
frame_143,1912.0,6.0
frame_144,1912.0,6.0
frame_145,1912.0,6.0
frame_146,1912.0,6.0
frame_147,1912.0,6.0
frame_148,1912.0,6.0
frame_149,1912.0,6.0
frame_150,1912.0,6.0
frame_151,1912.0,6.0
frame_152,1912.0,6.0
frame_153,1912.0,6.0
frame_154,1912.0,6.0
frame_155,1912.0,6.0
frame_156,1912.0,6.0
frame_157,1912.0,6.0
frame_158,1912.0,6.0
frame_159,1912.0,6.0
frame_160,1912.0,6.0
frame_161,1912.0,6.0
frame_162,1912.0,6.0
frame_163,1912.0,6.0
frame_164,1912.0,6.0
frame_165,1912.0,6.0
frame_166,1912.0,6.0
frame_167,1912.0,6.0
frame_168,1912.0,6.0
frame_169,1912.0,6.0
frame_170,1912.0,6.0
frame_171,1912.0,6.0
frame_172,1912.0,6.0
frame_173,1912.0,6.0
frame_174,1912.0,6.0
frame_175,1912.0,6.0
frame_176,1912.0,6.0
frame_177,1912.0,6.0
frame_178,1912.0,6.0
frame_179,1912.0,6.0
frame_180,1912.0,6.0
frame_181,1912.0,6.0
frame_182,1912.0,6.0
frame_183,1912.0,6.0
frame_184,1912.0,6.0
frame_185,1912.0,6.0
frame_186,1912.0,6.0
frame_187,1912.0,6.0
frame_188,1912.0,6.0
frame_189,1912.0,6.0
frame_190,1912.0,6.0
frame_191,1912.0,6.0
frame_192,1912.0,6.0
frame_193,1912.0,6.0
frame_194,1912.0,6.0
frame_195,1912.0,6.0
frame_196,1912.0,6.0
frame_197,1912.0,6.0
frame_198,1912.0,6.0
frame_199,1912.0,6.0
frame_200,1912.0,6.0
frame_201,1912.0,6.0
frame_202,1912.0,6.0
frame_203,922.0,466.0
frame_204,916.0,469.0
frame_205,914.0,469.0
frame_206,912.0,474.0
frame_207,909.0,476.0
frame_208,897.0,480.0
frame_209,896.0,481.0
frame_210,889.0,486.0
frame_211,884.0,493.0
frame_212,876.0,497.0
frame_213,872.0,501.0
frame_214,866.0,506.0
frame_215,854.0,514.0
frame_216,846.0,526.0
frame_217,845.0,532.0
frame_218,837.0,538.0
frame_219,829.0,549.0
frame_220,818.0,564.0
frame_221,808.0,570.0
frame_222,798.0,588.0
frame_223,793.0,594.0
frame_224,784.0,610.0
frame_225,768.0,630.0
frame_226,761.0,645.0
frame_227,746.0,657.0
frame_228,741.0,681.0
frame_229,725.0,698.0
frame_230,713.0,720.0
frame_231,701.0,708.0
frame_232,689.0,704.0
frame_233,676.0,696.0
frame_234,660.0,692.0
frame_235,648.0,685.0
frame_236,629.0,678.0
frame_237,622.0,672.0
frame_238,601.0,662.0
frame_239,1916.0,2.0
frame_240,1914.0,8.0
frame_241,1914.0,8.0
frame_242,1914.0,8.0
frame_243,1914.0,8.0
frame_244,1914.0,8.0
frame_245,446.0,621.0
frame_246,420.0,614.0
frame_247,397.0,610.0
frame_248,373.0,601.0
frame_249,429.0,578.0
frame_250,478.0,556.0
frame_251,513.0,540.0
frame_252,1913.0,2.0
frame_253,1913.0,2.0
frame_254,598.0,502.0
frame_255,618.0,493.0
frame_256,641.0,488.0
frame_257,660.0,486.0
frame_258,670.0,482.0
frame_259,680.0,474.0
frame_260,690.0,474.0
frame_261,696.0,474.0
frame_262,710.0,470.0
frame_263,717.0,469.0
frame_264,728.0,469.0
frame_265,733.0,469.0
frame_266,738.0,468.0
frame_267,741.0,468.0
frame_268,749.0,466.0
frame_269,753.0,464.0
frame_270,760.0,472.0
