frame,player_l_x,player_l_y,player_r_x,player_r_y
frame_000,1909.0,8.0,1909.0,16.0
frame_001,1909.0,8.0,1909.0,16.0
frame_002,1909.0,8.0,1909.0,16.0
frame_003,1909.0,8.0,1909.0,16.0
frame_004,1909.0,8.0,1909.0,16.0
frame_005,1909.0,8.0,1909.0,16.0
frame_006,1909.0,8.0,1909.0,16.0
frame_007,770.0,809.0,698.0,837.0
frame_008,770.0,809.0,697.0,836.0
frame_009,770.0,809.0,697.0,836.0
frame_010,770.0,809.0,704.0,826.0
frame_011,770.0,809.0,700.0,828.0
frame_012,770.0,809.0,700.0,828.0
frame_013,770.0,809.0,700.0,828.0
frame_014,770.0,809.0,700.0,828.0
frame_015,770.0,809.0,700.0,828.0
frame_016,770.0,809.0,700.0,828.0
frame_017,770.0,809.0,700.0,828.0
frame_018,770.0,809.0,700.0,828.0
frame_019,770.0,809.0,700.0,828.0
frame_020,768.0,809.0,700.0,828.0
frame_021,764.0,800.0,700.0,828.0
frame_022,764.0,800.0,700.0,828.0
frame_023,764.0,800.0,700.0,828.0
frame_024,764.0,800.0,700.0,828.0
frame_025,764.0,800.0,700.0,828.0
frame_026,764.0,800.0,700.0,828.0
frame_027,764.0,800.0,700.0,828.0
frame_028,764.0,800.0,700.0,828.0
frame_029,764.0,800.0,700.0,828.0
frame_030,764.0,800.0,700.0,828.0
frame_031,764.0,800.0,700.0,828.0
frame_032,764.0,800.0,700.0,828.0
frame_033,762.0,798.0,701.0,821.0
frame_034,762.0,798.0,713.0,822.0
frame_035,762.0,798.0,714.0,822.0
frame_036,762.0,798.0,716.0,817.0
frame_037,762.0,798.0,724.0,814.0
frame_038,762.0,798.0,741.0,800.0
frame_039,762.0,798.0,757.0,789.0
frame_040,773.0,778.0,757.0,789.0
frame_041,773.0,778.0,768.0,788.0
frame_042,777.0,778.0,770.0,786.0
frame_043,778.0,777.0,781.0,781.0
frame_044,778.0,773.0,794.0,777.0
frame_045,782.0,770.0,800.0,772.0
frame_046,782.0,770.0,800.0,772.0
frame_047,796.0,766.0,809.0,772.0
frame_048,801.0,765.0,818.0,772.0
frame_049,812.0,764.0,824.0,770.0
frame_050,820.0,761.0,832.0,768.0
frame_051,820.0,761.0,837.0,768.0
frame_052,822.0,761.0,840.0,766.0
frame_053,825.0,760.0,849.0,766.0
frame_054,832.0,761.0,857.0,766.0
frame_055,834.0,761.0,865.0,768.0
frame_056,837.0,761.0,869.0,769.0
frame_057,840.0,762.0,876.0,769.0
frame_058,844.0,766.0,877.0,769.0
frame_059,848.0,773.0,877.0,769.0
frame_060,848.0,778.0,882.0,766.0
frame_061,848.0,778.0,894.0,765.0
frame_062,848.0,778.0,896.0,765.0
frame_063,848.0,778.0,897.0,765.0
frame_064,848.0,778.0,909.0,764.0
frame_065,848.0,778.0,921.0,761.0
frame_066,848.0,778.0,921.0,761.0
frame_067,848.0,778.0,920.0,762.0
frame_068,848.0,778.0,920.0,762.0
frame_069,848.0,778.0,920.0,765.0
frame_070,848.0,778.0,926.0,768.0
frame_071,848.0,778.0,928.0,768.0
frame_072,848.0,778.0,928.0,768.0
frame_073,848.0,778.0,928.0,768.0
frame_074,848.0,778.0,921.0,768.0
frame_075,848.0,778.0,917.0,765.0
frame_076,848.0,778.0,917.0,765.0
frame_077,848.0,778.0,917.0,765.0
frame_078,848.0,776.0,917.0,765.0
frame_079,848.0,776.0,917.0,765.0
frame_080,848.0,776.0,922.0,765.0
frame_081,848.0,776.0,922.0,765.0
frame_082,848.0,776.0,922.0,765.0
frame_083,848.0,776.0,925.0,765.0
frame_084,848.0,774.0,926.0,762.0
frame_085,848.0,773.0,926.0,760.0
frame_086,848.0,772.0,924.0,760.0
frame_087,848.0,772.0,924.0,760.0
frame_088,848.0,772.0,924.0,760.0
frame_089,848.0,772.0,924.0,760.0
frame_090,846.0,768.0,924.0,760.0
frame_091,846.0,768.0,924.0,760.0
frame_092,845.0,766.0,924.0,760.0
frame_093,838.0,761.0,924.0,760.0
frame_094,838.0,761.0,924.0,760.0
frame_095,838.0,761.0,924.0,760.0
frame_096,837.0,760.0,924.0,760.0
frame_097,830.0,760.0,924.0,760.0
frame_098,822.0,761.0,924.0,760.0
frame_099,812.0,765.0,924.0,760.0
frame_100,806.0,766.0,924.0,760.0
frame_101,797.0,768.0,924.0,760.0
frame_102,794.0,768.0,924.0,760.0
frame_103,773.0,769.0,924.0,760.0
frame_104,773.0,769.0,924.0,760.0
frame_105,769.0,769.0,924.0,760.0
frame_106,754.0,772.0,924.0,760.0
frame_107,744.0,773.0,924.0,760.0
frame_108,744.0,773.0,924.0,760.0
frame_109,740.0,772.0,924.0,760.0
frame_110,718.0,768.0,924.0,760.0
frame_111,718.0,768.0,924.0,760.0
frame_112,718.0,768.0,921.0,760.0
frame_113,721.0,769.0,921.0,760.0
frame_114,721.0,769.0,921.0,760.0
frame_115,721.0,769.0,921.0,760.0
frame_116,721.0,769.0,921.0,760.0
frame_117,722.0,772.0,921.0,760.0
frame_118,722.0,772.0,921.0,760.0
frame_119,722.0,772.0,921.0,760.0
frame_120,722.0,772.0,914.0,760.0
frame_121,721.0,773.0,913.0,761.0
frame_122,721.0,773.0,913.0,761.0
frame_123,721.0,773.0,913.0,761.0
frame_124,721.0,773.0,905.0,760.0
frame_125,721.0,773.0,897.0,760.0
frame_126,721.0,773.0,893.0,760.0
frame_127,721.0,773.0,872.0,762.0
frame_128,721.0,773.0,865.0,762.0
frame_129,721.0,773.0,846.0,762.0
frame_130,721.0,773.0,844.0,762.0
frame_131,721.0,773.0,842.0,762.0
frame_132,721.0,773.0,814.0,762.0
frame_133,721.0,773.0,814.0,762.0
frame_134,721.0,773.0,802.0,762.0
frame_135,721.0,773.0,785.0,762.0
frame_136,720.0,770.0,761.0,757.0
frame_137,717.0,768.0,761.0,757.0
frame_138,716.0,765.0,761.0,757.0
frame_139,712.0,764.0,761.0,757.0
frame_140,709.0,764.0,760.0,757.0
frame_141,701.0,760.0,737.0,758.0
frame_142,694.0,758.0,737.0,758.0
frame_143,673.0,762.0,737.0,758.0
frame_144,673.0,760.0,737.0,758.0
frame_145,669.0,758.0,740.0,770.0
frame_146,646.0,761.0,740.0,770.0
frame_147,646.0,761.0,740.0,772.0
frame_148,646.0,761.0,740.0,772.0
frame_149,636.0,758.0,740.0,772.0
frame_150,625.0,756.0,740.0,772.0
frame_151,620.0,756.0,740.0,772.0
frame_152,613.0,758.0,740.0,772.0
frame_153,613.0,758.0,740.0,772.0
frame_154,613.0,758.0,738.0,770.0
frame_155,610.0,758.0,738.0,770.0
frame_156,610.0,758.0,737.0,770.0
frame_157,604.0,760.0,737.0,770.0
frame_158,604.0,760.0,737.0,770.0
frame_159,604.0,760.0,737.0,770.0
frame_160,601.0,760.0,737.0,770.0
frame_161,598.0,760.0,737.0,770.0
frame_162,598.0,760.0,728.0,769.0
frame_163,597.0,760.0,726.0,769.0
frame_164,597.0,760.0,721.0,769.0
frame_165,597.0,760.0,693.0,765.0
frame_166,597.0,760.0,693.0,764.0
frame_167,598.0,756.0,692.0,758.0
frame_168,601.0,756.0,674.0,753.0
frame_169,601.0,756.0,674.0,753.0
frame_170,601.0,753.0,672.0,753.0
frame_171,601.0,745.0,672.0,753.0
frame_172,608.0,733.0,670.0,752.0
frame_173,608.0,733.0,665.0,750.0
frame_174,609.0,733.0,665.0,750.0
frame_175,618.0,729.0,660.0,750.0
frame_176,636.0,730.0,660.0,750.0
frame_177,645.0,730.0,660.0,750.0
frame_178,646.0,730.0,660.0,750.0
frame_179,649.0,732.0,660.0,750.0
frame_180,652.0,732.0,661.0,750.0
frame_181,652.0,732.0,665.0,750.0
frame_182,652.0,732.0,669.0,750.0
frame_183,652.0,732.0,680.0,748.0
frame_184,652.0,732.0,682.0,746.0
frame_185,652.0,732.0,692.0,749.0
frame_186,652.0,732.0,692.0,749.0
frame_187,652.0,732.0,692.0,749.0
frame_188,652.0,732.0,694.0,749.0
frame_189,652.0,732.0,696.0,749.0
frame_190,652.0,732.0,697.0,749.0
frame_191,652.0,732.0,700.0,749.0
frame_192,652.0,729.0,702.0,748.0
frame_193,653.0,728.0,702.0,748.0
frame_194,656.0,726.0,701.0,748.0
frame_195,657.0,728.0,701.0,748.0
frame_196,661.0,728.0,700.0,748.0
frame_197,662.0,728.0,700.0,748.0
frame_198,668.0,728.0,700.0,748.0
frame_199,669.0,728.0,700.0,748.0
frame_200,674.0,728.0,700.0,748.0
frame_201,680.0,736.0,700.0,748.0
frame_202,681.0,736.0,700.0,748.0
frame_203,682.0,734.0,700.0,748.0
frame_204,682.0,734.0,700.0,748.0
frame_205,684.0,733.0,700.0,748.0
frame_206,686.0,736.0,700.0,748.0
frame_207,689.0,745.0,700.0,748.0
frame_208,689.0,745.0,701.0,750.0
frame_209,689.0,745.0,709.0,752.0
frame_210,689.0,745.0,710.0,756.0
frame_211,689.0,745.0,716.0,762.0
frame_212,689.0,746.0,725.0,765.0
frame_213,689.0,749.0,729.0,770.0
frame_214,686.0,752.0,736.0,773.0
frame_215,685.0,753.0,744.0,778.0
frame_216,685.0,753.0,748.0,781.0
frame_217,685.0,753.0,749.0,782.0
frame_218,685.0,753.0,762.0,788.0
frame_219,685.0,753.0,762.0,788.0
frame_220,685.0,753.0,761.0,789.0
frame_221,685.0,753.0,761.0,789.0
frame_222,685.0,753.0,761.0,792.0
frame_223,685.0,753.0,762.0,793.0
frame_224,685.0,753.0,762.0,793.0
frame_225,685.0,753.0,760.0,797.0
frame_226,685.0,753.0,753.0,810.0
frame_227,689.0,753.0,753.0,812.0
frame_228,693.0,754.0,753.0,812.0
frame_229,697.0,754.0,754.0,818.0
frame_230,702.0,754.0,756.0,820.0
frame_231,714.0,761.0,757.0,818.0
frame_232,714.0,761.0,757.0,818.0
frame_233,717.0,765.0,757.0,818.0
frame_234,718.0,765.0,757.0,818.0
frame_235,726.0,769.0,757.0,818.0
frame_236,726.0,769.0,757.0,818.0
frame_237,736.0,773.0,757.0,818.0
frame_238,746.0,777.0,757.0,818.0
frame_239,749.0,778.0,757.0,818.0
frame_240,758.0,782.0,757.0,818.0
frame_241,765.0,782.0,757.0,818.0
frame_242,786.0,792.0,757.0,818.0
frame_243,796.0,798.0,757.0,818.0
frame_244,813.0,804.0,757.0,818.0
frame_245,821.0,805.0,757.0,818.0
frame_246,828.0,808.0,757.0,818.0
frame_247,842.0,812.0,757.0,818.0
frame_248,862.0,814.0,757.0,818.0
frame_249,880.0,821.0,757.0,818.0
frame_250,901.0,830.0,757.0,818.0
frame_251,905.0,830.0,765.0,814.0
frame_252,914.0,836.0,765.0,814.0
frame_253,930.0,842.0,760.0,806.0
frame_254,937.0,848.0,760.0,805.0
frame_255,937.0,857.0,774.0,801.0
frame_256,937.0,858.0,776.0,801.0
frame_257,941.0,858.0,784.0,806.0
frame_258,941.0,858.0,796.0,813.0
frame_259,941.0,858.0,802.0,814.0
frame_260,937.0,856.0,810.0,820.0
frame_261,937.0,856.0,836.0,830.0
frame_262,937.0,856.0,842.0,834.0
frame_263,937.0,856.0,862.0,842.0
frame_264,937.0,856.0,877.0,846.0
frame_265,937.0,856.0,897.0,853.0
frame_266,937.0,856.0,917.0,860.0
frame_267,937.0,856.0,940.0,870.0
frame_268,937.0,856.0,958.0,876.0
