frame,ball_x,ball_y
frame_000,1909.0,4.0
frame_001,1909.0,13.0
frame_002,1909.0,13.0
frame_003,1909.0,13.0
frame_004,1909.0,13.0
frame_005,1909.0,9.0
frame_006,1909.0,9.0
frame_007,1909.0,9.0
frame_008,1909.0,9.0
frame_009,1909.0,9.0
frame_010,1909.0,9.0
frame_011,1909.0,9.0
frame_012,1909.0,9.0
frame_013,1909.0,9.0
frame_014,1909.0,9.0
frame_015,1909.0,9.0
frame_016,1909.0,9.0
frame_017,1909.0,9.0
frame_018,1909.0,9.0
frame_019,1909.0,9.0
frame_020,1909.0,9.0
frame_021,1909.0,9.0
frame_022,1909.0,9.0
frame_023,1909.0,9.0
frame_024,1909.0,9.0
frame_025,1909.0,9.0
frame_026,1909.0,9.0
frame_027,1909.0,9.0
frame_028,1909.0,9.0
frame_029,1909.0,9.0
frame_030,1909.0,9.0
frame_031,1909.0,9.0
frame_032,1909.0,9.0
frame_033,1909.0,9.0
frame_034,908.0,416.0
frame_035,898.0,428.0
frame_036,888.0,444.0
frame_037,878.0,458.0
frame_038,868.0,481.0
frame_039,857.0,501.0
frame_040,846.0,529.0
frame_041,834.0,560.0
frame_042,822.0,557.0
frame_043,809.0,545.0
frame_044,796.0,536.0
frame_045,782.0,526.0
frame_046,768.0,518.0
frame_047,750.0,513.0
frame_048,733.0,508.0
frame_049,712.0,501.0
frame_050,689.0,501.0
frame_051,668.0,501.0
frame_052,638.0,502.0
frame_053,1909.0,5.0
frame_054,660.0,476.0
frame_055,709.0,446.0
frame_056,753.0,426.0
frame_057,785.0,414.0
frame_058,812.0,402.0
frame_059,834.0,394.0
frame_060,852.0,392.0
frame_061,1908.0,12.0
frame_062,1908.0,12.0
frame_063,1908.0,12.0
frame_064,1908.0,12.0
frame_065,1908.0,12.0
frame_066,1908.0,12.0
frame_067,1908.0,12.0
frame_068,1908.0,12.0
frame_069,1908.0,12.0
frame_070,1908.0,12.0
frame_071,1908.0,12.0
frame_072,1908.0,12.0
frame_073,1908.0,12.0
frame_074,1908.0,12.0
frame_075,1908.0,12.0
frame_076,1908.0,12.0
frame_077,1908.0,12.0
frame_078,1908.0,12.0
frame_079,1908.0,12.0
frame_080,1908.0,12.0
frame_081,1908.0,12.0
frame_082,1908.0,12.0
frame_083,1908.0,12.0
frame_084,1908.0,12.0
frame_085,1908.0,12.0
frame_086,1908.0,12.0
frame_087,1908.0,12.0
frame_088,1908.0,12.0
frame_089,1908.0,12.0
frame_090,1908.0,12.0
frame_091,1908.0,12.0
frame_092,1908.0,12.0
frame_093,1908.0,12.0
frame_094,1908.0,12.0
frame_095,1908.0,12.0
frame_096,1908.0,12.0
frame_097,1908.0,12.0
frame_098,1908.0,12.0
frame_099,1908.0,12.0
frame_100,1908.0,12.0
frame_101,1908.0,12.0
frame_102,1908.0,12.0
frame_103,1908.0,12.0
frame_104,1908.0,12.0
frame_105,1908.0,12.0
frame_106,1908.0,12.0
frame_107,1908.0,12.0
frame_108,1908.0,12.0
frame_109,1908.0,12.0
frame_110,1908.0,12.0
frame_111,1908.0,12.0
frame_112,1908.0,12.0
frame_113,1908.0,12.0
frame_114,1908.0,12.0
frame_115,1908.0,12.0
frame_116,1908.0,12.0
frame_117,782.0,472.0
frame_118,770.0,484.0
frame_119,753.0,490.0
frame_120,736.0,508.0
frame_121,717.0,521.0
frame_122,698.0,537.0
frame_123,678.0,557.0
frame_124,660.0,578.0
frame_125,633.0,600.0
frame_126,618.0,592.0
frame_127,1909.0,9.0
frame_128,1910.0,9.0
frame_129,1910.0,9.0
frame_130,1910.0,9.0
frame_131,1910.0,9.0
frame_132,1910.0,9.0
frame_133,1910.0,9.0
frame_134,1910.0,9.0
frame_135,1910.0,9.0
frame_136,1910.0,9.0
frame_137,1910.0,9.0
frame_138,1910.0,9.0
frame_139,573.0,514.0
frame_140,630.0,490.0
frame_141,681.0,478.0
frame_142,722.0,464.0
frame_143,760.0,453.0
frame_144,788.0,445.0
frame_145,817.0,441.0
frame_146,842.0,438.0
frame_147,869.0,438.0
frame_148,1913.0,6.0
frame_149,1913.0,6.0
frame_150,1913.0,6.0
frame_151,1913.0,6.0
frame_152,1913.0,6.0
frame_153,1913.0,6.0
frame_154,1913.0,6.0
frame_155,1913.0,6.0
frame_156,1913.0,6.0
frame_157,1913.0,6.0
frame_158,1913.0,6.0
frame_159,1913.0,6.0
frame_160,1913.0,6.0
frame_161,1913.0,6.0
frame_162,1913.0,6.0
frame_163,1913.0,6.0
frame_164,1913.0,6.0
frame_165,1913.0,6.0
frame_166,1913.0,6.0
frame_167,1913.0,6.0
frame_168,1913.0,6.0
frame_169,1913.0,6.0
frame_170,1913.0,6.0
frame_171,1913.0,6.0
frame_172,1913.0,6.0
frame_173,1913.0,6.0
frame_174,1913.0,6.0
frame_175,1913.0,6.0
frame_176,1913.0,6.0
frame_177,1913.0,6.0
frame_178,1913.0,6.0
frame_179,1913.0,6.0
frame_180,1913.0,6.0
frame_181,1913.0,6.0
frame_182,1913.0,6.0
frame_183,1913.0,6.0
frame_184,1913.0,6.0
frame_185,1913.0,6.0
frame_186,1913.0,6.0
frame_187,1913.0,6.0
frame_188,1913.0,6.0
frame_189,1913.0,6.0
frame_190,1913.0,6.0
frame_191,1913.0,6.0
frame_192,1913.0,6.0
frame_193,1913.0,6.0
frame_194,1913.0,6.0
frame_195,1913.0,6.0
frame_196,1913.0,6.0
frame_197,1913.0,6.0
frame_198,1913.0,6.0
frame_199,1913.0,6.0
frame_200,1913.0,6.0
frame_201,1914.0,4.0
frame_202,1912.0,5.0
frame_203,1909.0,9.0
frame_204,1298.0,348.0
frame_205,1313.0,352.0
frame_206,1329.0,357.0
frame_207,1345.0,362.0
frame_208,1362.0,368.0
frame_209,1382.0,378.0
frame_210,1402.0,388.0
frame_211,1426.0,400.0
frame_212,1450.0,414.0
frame_213,1476.0,432.0
frame_214,1505.0,452.0
frame_215,1536.0,474.0
frame_216,1576.0,508.0
frame_217,1614.0,538.0
frame_218,1658.0,577.0
frame_219,1705.0,610.0
frame_220,1760.0,662.0
frame_221,1816.0,725.0
frame_222,1894.0,796.0
frame_223,1908.0,9.0
