frame,ball_x,ball_y
frame_000,1906.0,8.0
frame_001,1906.0,8.0
frame_002,1906.0,8.0
frame_003,1906.0,8.0
frame_004,1905.0,8.0
frame_005,1905.0,8.0
frame_006,1905.0,8.0
frame_007,1905.0,8.0
frame_008,1905.0,8.0
frame_009,1905.0,8.0
frame_010,1905.0,8.0
frame_011,1905.0,8.0
frame_012,1905.0,8.0
frame_013,1905.0,8.0
frame_014,1905.0,8.0
frame_015,1905.0,8.0
frame_016,1905.0,8.0
frame_017,1905.0,8.0
frame_018,1905.0,8.0
frame_019,1905.0,8.0
frame_020,1905.0,8.0
frame_021,1905.0,8.0
frame_022,1905.0,8.0
frame_023,1905.0,8.0
frame_024,1905.0,8.0
frame_025,1905.0,8.0
frame_026,1905.0,8.0
frame_027,1905.0,8.0
frame_028,1905.0,8.0
frame_029,1905.0,8.0
frame_030,1905.0,8.0
frame_031,1905.0,8.0
frame_032,1905.0,8.0
frame_033,1905.0,8.0
frame_034,1905.0,8.0
frame_035,1905.0,8.0
frame_036,1905.0,8.0
frame_037,1905.0,8.0
frame_038,1905.0,8.0
frame_039,1905.0,8.0
frame_040,1905.0,8.0
frame_041,1905.0,8.0
frame_042,1905.0,8.0
frame_043,1905.0,8.0
frame_044,1905.0,8.0
frame_045,1905.0,8.0
frame_046,1905.0,8.0
frame_047,1905.0,8.0
frame_048,1905.0,8.0
frame_049,1905.0,8.0
frame_050,1905.0,8.0
frame_051,1905.0,8.0
frame_052,1905.0,8.0
frame_053,1905.0,8.0
frame_054,1905.0,8.0
frame_055,1905.0,8.0
frame_056,1905.0,8.0
frame_057,1905.0,8.0
frame_058,1905.0,8.0
frame_059,1905.0,8.0
frame_060,1905.0,8.0
frame_061,1905.0,8.0
frame_062,1905.0,8.0
frame_063,1905.0,8.0
frame_064,1905.0,8.0
frame_065,1905.0,8.0
frame_066,1905.0,8.0
frame_067,1905.0,8.0
frame_068,918.0,349.0
frame_069,906.0,364.0
frame_070,897.0,376.0
frame_071,885.0,394.0
frame_072,874.0,405.0
frame_073,865.0,425.0
frame_074,849.0,449.0
frame_075,838.0,466.0
frame_076,825.0,484.0
frame_077,816.0,508.0
frame_078,805.0,522.0
frame_079,789.0,514.0
frame_080,778.0,506.0
frame_081,769.0,501.0
frame_082,757.0,500.0
frame_083,742.0,496.0
frame_084,728.0,492.0
frame_085,714.0,488.0
frame_086,702.0,481.0
frame_087,689.0,480.0
frame_088,672.0,474.0
frame_089,662.0,473.0
frame_090,642.0,470.0
frame_091,626.0,468.0
frame_092,613.0,468.0
frame_093,589.0,468.0
frame_094,573.0,465.0
frame_095,560.0,466.0
frame_096,537.0,465.0
frame_097,516.0,472.0
frame_098,490.0,468.0
frame_099,469.0,472.0
frame_100,446.0,474.0
frame_101,424.0,480.0
frame_102,396.0,485.0
frame_103,372.0,492.0
frame_104,341.0,502.0
frame_105,313.0,510.0
frame_106,288.0,516.0
frame_107,318.0,494.0
frame_108,368.0,470.0
frame_109,414.0,446.0
frame_110,446.0,426.0
frame_111,488.0,410.0
frame_112,513.0,397.0
frame_113,541.0,384.0
frame_114,569.0,376.0
frame_115,584.0,366.0
frame_116,610.0,357.0
frame_117,628.0,354.0
frame_118,641.0,348.0
frame_119,1905.0,9.0
frame_120,1905.0,9.0
frame_121,1905.0,9.0
frame_122,1905.0,9.0
frame_123,1905.0,9.0
frame_124,1905.0,9.0
frame_125,1905.0,9.0
frame_126,1905.0,9.0
frame_127,1905.0,9.0
frame_128,1905.0,9.0
frame_129,1905.0,9.0
frame_130,1905.0,9.0
frame_131,1905.0,9.0
frame_132,1905.0,9.0
frame_133,1905.0,9.0
frame_134,1905.0,9.0
frame_135,1905.0,9.0
frame_136,1905.0,9.0
frame_137,1905.0,9.0
frame_138,1905.0,9.0
frame_139,1905.0,9.0
frame_140,1905.0,9.0
frame_141,1905.0,9.0
frame_142,1905.0,9.0
frame_143,1905.0,9.0
frame_144,1905.0,9.0
frame_145,1905.0,9.0
frame_146,1905.0,9.0
frame_147,1905.0,9.0
frame_148,1905.0,9.0
frame_149,1905.0,9.0
